# these are fakes data generated using Faker library and some random generators in order to not add real company data
Name,Sectors,Location,url,Number of Employees,Logo URL,Number of Job Offers
"Williams-Cox","Actor","Hernandezland, Somalia","https://cunningham-pacheco.com/williams-cox","1001-5000 employees","https://dummyimage.com/200x200","32 job offers"
"Moore, Miller and Martinez","Education officer, community, Therapist, drama","East Sharon, Nicaragua","https://zimmerman-kennedy.com/moore--miller-and-martinez","5001+ employees","https://placekitten.com/200/200","12 job offers"
"Garcia-Hicks","Surveyor, mining, Community pharmacist, Theatre manager","East Kevin, Brazil","https://jenkins.biz/garcia-hicks","51-200 employees","https://placekitten.com/200/200","13 job offers"
"Kerr LLC","Personal assistant, IT technical support officer","Terrybury, Latvia","https://white.com/kerr-llc","5001+ employees","https://dummyimage.com/200x200","24 job offers"
"Weaver-Evans","video producer, Freight forwarder, Advertising account executive","East Amy, Saint Lucia","https://medina.com/weaver-evans","11-50 employees","https://picsum.photos/200/200","39 job offers"
"Mathews Group","gallery curator, Clinical scientist, histocompatibility and immunogenetics, Landscape architect","South David, Ethiopia","https://tate.org/mathews-group","201-500 employees","https://picsum.photos/200/200","22 job offers"
"Dawson-Macias","Teaching laboratory technician","Chapmanland, Kyrgyz Republic","https://cruz-nguyen.com/dawson-macias","201-500 employees","https://picsum.photos/200/200","27 job offers"
"Miller, Graves and Crawford","Photographer","South Ryan, Mongolia","https://shea.com/miller--graves-and-crawford","51-200 employees","https://picsum.photos/200/200","28 job offers"
"Calderon, Lynch and Ramirez","Armed forces operational officer, Designer, textile","Reesechester, Norfolk Island","https://powell.net/calderon--lynch-and-ramirez","11-50 employees","https://picsum.photos/200/200","30 job offers"
"Gonzalez-Randolph","Furniture designer, Records manager, Chartered management accountant","Port James, Australia","https://webb-case.net/gonzalez-randolph","11-50 employees","https://picsum.photos/200/200","39 job offers"
"Johnson-Yates","Ophthalmologist, Agricultural engineer","Lake Katherinehaven, Denmark","https://melton-rowe.biz/johnson-yates","201-500 employees","https://placekitten.com/200/200","19 job offers"
"Russell-Vargas","Solicitor","Port Heatherhaven, Sierra Leone","https://phillips.com/russell-vargas","11-50 employees","https://placekitten.com/200/200","40 job offers"
"Wilson and Sons","Public librarian, Banker","East Linda, Serbia","https://barton.org/wilson-and-sons","11-50 employees","https://dummyimage.com/200x200","30 job offers"
"Patel, Grant and Nunez","Engineer, petroleum","East Jasonmouth, Cambodia","https://riddle-french.info/patel--grant-and-nunez","51-200 employees","https://picsum.photos/200/200","36 job offers"
"Cooper, Holmes and Shields","conservation officer","Wattstown, Suriname","https://luna.com/cooper--holmes-and-shields","201-500 employees","https://placekitten.com/200/200","1 job offers"
"Gonzalez, Hunter and Sandoval","Broadcast presenter","West Ryan, Senegal","https://manning-garcia.org/gonzalez--hunter-and-sandoval","5001+ employees","https://placekitten.com/200/200","24 job offers"
"Matthews, Mcclain and Torres","Engineer, technical sales, Insurance broker","West Patricia, Guyana","https://davis-evans.com/matthews--mcclain-and-torres","11-50 employees","https://dummyimage.com/200x200","36 job offers"
"Williams-Oneal","Dance movement psychotherapist, Primary school teacher","South Jaime, Korea","https://ferguson.org/williams-oneal","51-200 employees","https://picsum.photos/200/200","10 job offers"
"Rogers, Lambert and Combs","Surveyor, insurance","Port Alexandertown, Saudi Arabia","https://harper-jones.net/rogers--lambert-and-combs","1-10 employees","https://placekitten.com/200/200","34 job offers"
"Wheeler, Thomas and Davis","Ambulance person, Soil scientist","Garciaview, Macao","https://hall.com/wheeler--thomas-and-davis","1-10 employees","https://picsum.photos/200/200","15 job offers"
"Allison-Martin","Lecturer, higher education, residential","Lewisbury, Solomon Islands","https://patel.com/allison-martin","1-10 employees","https://picsum.photos/200/200","10 job offers"
"Wood, Walker and Brown","Artist, Engineer, electrical","Richardsonburgh, Jersey","https://rollins-hall.com/wood--walker-and-brown","5001+ employees","https://dummyimage.com/200x200","20 job offers"
"Woods, Thomas and Cooper","Site engineer, Analytical chemist, Chartered management accountant","East Rebeccafort, Jordan","https://freeman-bolton.org/woods--thomas-and-cooper","51-200 employees","https://placekitten.com/200/200","36 job offers"
"Price-Rodriguez","Communications engineer","Wrightburgh, Thailand","https://alexander.com/price-rodriguez","51-200 employees","https://placekitten.com/200/200","13 job offers"
"Martinez-Hull","Regulatory affairs officer","Wellsbury, Mauritania","https://sherman.net/martinez-hull","11-50 employees","https://picsum.photos/200/200","24 job offers"
"Kerr-Harris","Investment banker, corporate, Make, Quality manager","West Courtneytown, Saint Martin","https://hall.info/kerr-harris","11-50 employees","https://placekitten.com/200/200","36 job offers"
"Johnson-Griffin","Engineer, energy, Buyer, retail, Actuary","Bradshawfurt, Venezuela","https://moore.com/johnson-griffin","51-200 employees","https://dummyimage.com/200x200","7 job offers"
"Howard Inc","Research scientist (physical sciences), Higher education lecturer, Prison officer","New Kaitlyn, Vanuatu","https://marsh.com/howard-inc","1-10 employees","https://placekitten.com/200/200","3 job offers"
"Gomez, Vargas and Powell","Management consultant, Engineer, agricultural, Academic librarian","Linburgh, Mozambique","https://ortiz.biz/gomez--vargas-and-powell","1001-5000 employees","https://dummyimage.com/200x200","12 job offers"
"Jackson-Jones","Government social research officer","West Bradleyton, United Arab Emirates","https://wilkins.com/jackson-jones","501-1000 employees","https://dummyimage.com/200x200","20 job offers"
"Gray-Stuart","Astronomer, Legal secretary","Jerryview, Slovenia","https://hanna.com/gray-stuart","1001-5000 employees","https://placekitten.com/200/200","17 job offers"
"Woods, Hubbard and Wright","Tourist information centre manager","Adamberg, Montserrat","https://vincent-cooley.biz/woods--hubbard-and-wright","501-1000 employees","https://dummyimage.com/200x200","8 job offers"
"Bennett, Reeves and Craig","Brewing technologist, Fisheries officer","Tylerfort, Venezuela","https://mcintyre-reyes.com/bennett--reeves-and-craig","1-10 employees","https://dummyimage.com/200x200","30 job offers"
"Hawkins, Maxwell and Pennington","Merchant navy officer, Chief Operating Officer","Port Tommy, Comoros","https://flores.com/hawkins--maxwell-and-pennington","51-200 employees","https://placekitten.com/200/200","38 job offers"
"Montes Ltd","Clinical biochemist","Timothychester, Qatar","https://jordan.com/montes-ltd","11-50 employees","https://picsum.photos/200/200","23 job offers"
"Porter-Bailey","Therapist, nutritional, tax inspector, Surveyor, rural practice","Spencerland, Gambia","https://rivas-murillo.com/porter-bailey","1-10 employees","https://picsum.photos/200/200","28 job offers"
"Schneider-Jensen","Armed forces technical officer, Customer service manager","Wilsonfort, Ecuador","https://perez.com/schneider-jensen","201-500 employees","https://dummyimage.com/200x200","3 job offers"
"Fernandez-Thompson","Teacher, music, Public relations officer, Financial adviser","Lake Jeffreystad, France","https://rivera.org/fernandez-thompson","1-10 employees","https://picsum.photos/200/200","33 job offers"
"Hughes Inc","Teacher, music, Engineer, mining, Geophysical data processor","Brownside, Saint Martin","https://mcdonald-owen.com/hughes-inc","1-10 employees","https://picsum.photos/200/200","11 job offers"
"Peterson, Marshall and Williams","Information officer, Research scientist (medical)","Melissamouth, Belgium","https://ruiz-parker.com/peterson--marshall-and-williams","5001+ employees","https://dummyimage.com/200x200","26 job offers"
"Kelley-Costa","Ergonomist, Haematologist","South Sabrina, Saint Vincent and the Grenadines","https://harmon.biz/kelley-costa","5001+ employees","https://dummyimage.com/200x200","0 job offers"
"Greer-Alexander","Advertising account planner","Ruthborough, Guam","https://brooks.biz/greer-alexander","501-1000 employees","https://placekitten.com/200/200","12 job offers"
"Hamilton Group","Arts development officer, Actuary, Arts administrator","Donnaland, Cuba","https://lopez.biz/hamilton-group","5001+ employees","https://placekitten.com/200/200","6 job offers"
"Lynn, Thompson and Parker","Building control surveyor, Corporate investment banker","Hollyhaven, Montserrat","https://montgomery.com/lynn--thompson-and-parker","1-10 employees","https://picsum.photos/200/200","10 job offers"
"Garcia, Lewis and Coleman","clothing, Teacher, secondary school","Alyssafurt, Uzbekistan","https://daniels.org/garcia--lewis-and-coleman","501-1000 employees","https://dummyimage.com/200x200","16 job offers"
"Schmitt-Davis","Chemical engineer, Designer, furniture, Scientist, research (physical sciences)","East Chloeside, Seychelles","https://doyle.com/schmitt-davis","51-200 employees","https://picsum.photos/200/200","22 job offers"
"Cohen-Wilson","Research scientist (life sciences)","Brendafort, Zimbabwe","https://banks-wilson.org/cohen-wilson","5001+ employees","https://dummyimage.com/200x200","3 job offers"
"Russell LLC","Journalist, newspaper, Chartered loss adjuster","West Kenneth, Albania","https://smith-barnes.com/russell-llc","5001+ employees","https://placekitten.com/200/200","29 job offers"
"James, Mills and Landry","Merchandiser, retail","Port Gregory, Hungary","https://walters-harper.com/james--mills-and-landry","11-50 employees","https://dummyimage.com/200x200","33 job offers"
"Johnston Ltd","clothing, Medical secretary, Engineer, water","Port Dwaynechester, Saint Pierre and Miquelon","https://yates.com/johnston-ltd","5001+ employees","https://picsum.photos/200/200","39 job offers"
"Smith, Newman and Payne","Quarry manager, Water engineer, Teacher, special educational needs","South Krista, Thailand","https://haynes.com/smith--newman-and-payne","5001+ employees","https://placekitten.com/200/200","38 job offers"
"David Ltd","Scientist, research (physical sciences), Database administrator, Theatre manager","Calebtown, Dominica","https://thompson.com/david-ltd","201-500 employees","https://picsum.photos/200/200","40 job offers"
"Collins Group","Neurosurgeon, Textile designer, Event organiser","North Franklin, Myanmar","https://jackson.net/collins-group","1-10 employees","https://picsum.photos/200/200","32 job offers"
"Jackson, Walsh and Miller","Restaurant manager, Clinical embryologist, Magazine features editor","North Jacquelineberg, Mayotte","https://garcia.com/jackson--walsh-and-miller","11-50 employees","https://dummyimage.com/200x200","4 job offers"
"Lawrence, Lopez and Wright","pre, Careers information officer","Port Benjamin, Antarctica (the territory South of 60 deg S)","https://jennings.com/lawrence--lopez-and-wright","501-1000 employees","https://dummyimage.com/200x200","1 job offers"
"Rios and Sons","Ecologist","Robersontown, Kuwait","https://guerra.com/rios-and-sons","501-1000 employees","https://dummyimage.com/200x200","18 job offers"
"Adams, Foster and Herrera","Contracting civil engineer","New Clinton, Nicaragua","https://peters.com/adams--foster-and-herrera","11-50 employees","https://dummyimage.com/200x200","40 job offers"
"Williamson, Hale and Campbell","Chartered loss adjuster","West Suzanne, Saint Pierre and Miquelon","https://villarreal-dougherty.org/williamson--hale-and-campbell","11-50 employees","https://dummyimage.com/200x200","26 job offers"
"Gonzalez Inc","clothing, Chief of Staff","Brownbury, Malawi","https://may.biz/gonzalez-inc","5001+ employees","https://picsum.photos/200/200","9 job offers"
"Delgado, Blackburn and Harris","Corporate treasurer, video, Learning disability nurse","North Jeremy, Costa Rica","https://rose.com/delgado--blackburn-and-harris","5001+ employees","https://placekitten.com/200/200","32 job offers"
"Taylor-Smith","Ecologist","Port Robert, Iraq","https://hopkins.org/taylor-smith","11-50 employees","https://dummyimage.com/200x200","23 job offers"
"Carr, Walker and Cole","Logistics and distribution manager, Engineer, control and instrumentation, Land","Lake Marilynland, Zambia","https://garrison.com/carr--walker-and-cole","5001+ employees","https://dummyimage.com/200x200","23 job offers"
"Smith-Morris","Therapeutic radiographer","Lake Brandon, United Kingdom","https://kelley.com/smith-morris","51-200 employees","https://picsum.photos/200/200","34 job offers"
"Jarvis LLC","Advice worker","Johnland, Bhutan","https://chambers-banks.info/jarvis-llc","201-500 employees","https://placekitten.com/200/200","16 job offers"
